Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Age_Band,Device_Type,Health_Impact_Type,Device_Share,Edu_Recreational_Percent
11,Female,6.16,TV,True,0.42,eye strain,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,42.0
18,Female,3.63,Laptop,True,0.5,poor sleep,Urban,Late teens,Portable,Physical,0.1475494233937397,50.0
8,Male,0.38,Tablet,False,0.42,no health impact,Rural,Pre-teens,Portable,None,0.12602965403624383,42.0
13,Female,2.75,Smartphone,False,0.41,no health impact,Rural,Teenagers,Portable,None,0.47034596375617793,41.0
8,Female,2.66,TV,True,0.57,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,56.99999999999999
17,Female,3.89,Smartphone,True,0.35,no health impact,Urban,Late teens,Portable,None,0.47034596375617793,35.0
13,Male,5.5,Smartphone,True,0.44,poor sleep,Rural,Teenagers,Portable,Physical,0.47034596375617793,44.0
8,Female,1.95,Tablet,False,0.51,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,51.0
13,Female,4.71,Laptop,True,0.42,poor sleep,Urban,Teenagers,Portable,Physical,0.1475494233937397,42.0
17,Male,2.1,Smartphone,False,0.46,no health impact,Urban,Late teens,Portable,None,0.47034596375617793,46.0
15,Female,4.0,Smartphone,True,0.42,"poor sleep, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.47034596375617793,42.0
18,Male,4.81,Smartphone,True,0.38,poor sleep,Rural,Late teens,Portable,Physical,0.47034596375617793,38.0
9,Female,5.88,Smartphone,True,0.58,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,57.99999999999999
9,Male,2.44,Smartphone,True,0.41,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,41.0
11,Male,5.47,Smartphone,True,0.37,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,37.0
18,Female,4.32,Smartphone,True,0.42,anxiety,Urban,Late teens,Portable,Mental,0.47034596375617793,42.0
10,Female,5.11,Smartphone,True,0.46,"poor sleep, eye strain",Urban,Pre-teens,Portable,Physical,0.47034596375617793,46.0
11,Male,5.26,Laptop,True,0.31,poor sleep,Urban,Pre-teens,Portable,Physical,0.1475494233937397,31.0
14,Male,3.09,Smartphone,True,0.32,anxiety,Urban,Teenagers,Portable,Mental,0.47034596375617793,32.0
18,Male,2.34,Smartphone,False,0.35,no health impact,Urban,Late teens,Portable,None,0.47034596375617793,35.0
8,Female,4.5,TV,True,0.44,eye strain,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,44.0
13,Male,4.95,Tablet,True,0.38,"poor sleep, eye strain, obesity risk",Rural,Teenagers,Portable,Physical,0.12602965403624383,38.0
10,Male,2.31,TV,True,0.49,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,49.0
18,Female,3.98,Laptop,True,0.42,poor sleep,Urban,Late teens,Portable,Physical,0.1475494233937397,42.0
17,Female,5.47,TV,True,0.38,no health impact,Urban,Late teens,Wallmounted,None,0.25607495881383857,38.0
14,Female,4.42,Smartphone,True,0.37,poor sleep,Rural,Teenagers,Portable,Physical,0.47034596375617793,37.0
17,Female,3.89,Laptop,True,0.43,"poor sleep, anxiety",Urban,Late teens,Portable,Physical & Mental,0.1475494233937397,43.0
9,Male,5.84,Smartphone,True,0.58,eye strain,Urban,Pre-teens,Portable,Physical,0.47034596375617793,57.99999999999999
9,Female,8.02,Smartphone,True,0.48,eye strain,Urban,Pre-teens,Portable,Physical,0.47034596375617793,48.0
11,Female,4.29,Smartphone,True,0.47,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,47.0
8,Female,6.03,Smartphone,True,0.44,"poor sleep, eye strain",Urban,Pre-teens,Portable,Physical,0.47034596375617793,44.0
10,Female,3.88,Tablet,True,0.53,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,53.0
16,Male,3.08,Smartphone,True,0.39,poor sleep,Rural,Teenagers,Portable,Physical,0.47034596375617793,39.0
14,Male,5.09,Smartphone,True,0.31,"poor sleep, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.47034596375617793,31.0
14,Female,4.14,TV,True,0.46,eye strain,Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,46.0
18,Male,6.0,Smartphone,True,0.49,poor sleep,Urban,Late teens,Portable,Physical,0.47034596375617793,49.0
11,Male,4.43,Smartphone,True,0.39,anxiety,Rural,Pre-teens,Portable,Mental,0.47034596375617793,39.0
9,Female,2.46,TV,True,0.5,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,50.0
11,Female,1.16,Smartphone,False,0.43,no health impact,Rural,Pre-teens,Portable,None,0.47034596375617793,43.0
13,Female,3.64,TV,True,0.36,no health impact,Rural,Teenagers,Wallmounted,None,0.25607495881383857,36.0
18,Male,3.83,Tablet,True,0.47,eye strain,Urban,Late teens,Portable,Physical,0.12602965403624383,47.0
18,Male,4.49,Smartphone,True,0.43,poor sleep,Urban,Late teens,Portable,Physical,0.47034596375617793,43.0
10,Female,5.86,Smartphone,True,0.47,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,47.0
8,Female,5.72,TV,True,0.41,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,41.0
15,Male,5.29,Smartphone,True,0.44,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,44.0
12,Male,6.22,TV,True,0.36,poor sleep,Rural,Pre-teens,Wallmounted,Physical,0.25607495881383857,36.0
12,Male,4.74,TV,True,0.39,"poor sleep, obesity risk",Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,39.0
18,Male,5.49,Smartphone,True,0.37,"poor sleep, eye strain",Urban,Late teens,Portable,Physical,0.47034596375617793,37.0
11,Male,5.17,Smartphone,True,0.46,eye strain,Urban,Pre-teens,Portable,Physical,0.47034596375617793,46.0
13,Male,4.33,Tablet,True,0.44,no health impact,Urban,Teenagers,Portable,None,0.12602965403624383,44.0
10,Male,0.0,TV,False,0.45,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,45.0
16,Female,2.93,TV,False,0.48,no health impact,Urban,Teenagers,Wallmounted,None,0.25607495881383857,48.0
12,Male,6.18,Smartphone,True,0.46,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,46.0
10,Female,8.27,TV,True,0.59,poor sleep,Rural,Pre-teens,Wallmounted,Physical,0.25607495881383857,59.0
18,Male,5.53,Smartphone,True,0.36,poor sleep,Urban,Late teens,Portable,Physical,0.47034596375617793,36.0
8,Female,3.04,TV,True,0.41,"poor sleep, eye strain, anxiety",Urban,Pre-teens,Wallmounted,Physical & Mental,0.25607495881383857,41.0
17,Female,3.7,Laptop,True,0.46,poor sleep,Urban,Late teens,Portable,Physical,0.1475494233937397,46.0
13,Male,4.45,Smartphone,True,0.36,poor sleep,Rural,Teenagers,Portable,Physical,0.47034596375617793,36.0
9,Male,0.61,Tablet,False,0.52,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,52.0
10,Male,1.88,Smartphone,False,0.52,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,52.0
8,Male,3.24,Smartphone,True,0.45,"poor sleep, eye strain",Urban,Pre-teens,Portable,Physical,0.47034596375617793,45.0
16,Male,7.77,Smartphone,True,0.41,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,41.0
15,Female,2.86,Laptop,False,0.5,no health impact,Urban,Teenagers,Portable,None,0.1475494233937397,50.0
9,Female,0.0,Smartphone,False,0.6,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,60.0
18,Female,3.53,Smartphone,True,0.39,"eye strain, obesity risk",Rural,Late teens,Portable,Physical,0.47034596375617793,39.0
15,Male,5.62,TV,True,0.45,"poor sleep, obesity risk",Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,45.0
16,Male,4.59,TV,True,0.43,poor sleep,Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,43.0
8,Female,4.82,TV,True,0.49,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,49.0
12,Female,5.15,Laptop,True,0.3,poor sleep,Rural,Pre-teens,Portable,Physical,0.1475494233937397,30.0
15,Male,3.35,Smartphone,True,0.45,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,45.0
18,Female,3.81,Smartphone,True,0.47,"poor sleep, eye strain",Urban,Late teens,Portable,Physical,0.47034596375617793,47.0
9,Female,1.78,TV,False,0.59,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,59.0
11,Male,6.06,Smartphone,True,0.5,anxiety,Urban,Pre-teens,Portable,Mental,0.47034596375617793,50.0
14,Male,3.62,Laptop,True,0.45,anxiety,Urban,Teenagers,Portable,Mental,0.1475494233937397,45.0
10,Male,0.0,TV,False,0.5,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,50.0
12,Male,5.14,Smartphone,True,0.44,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,44.0
15,Female,6.06,Smartphone,True,0.4,"poor sleep, obesity risk",Urban,Teenagers,Portable,Physical,0.47034596375617793,40.0
17,Female,6.12,Smartphone,True,0.44,"poor sleep, eye strain, obesity risk",Urban,Late teens,Portable,Physical,0.47034596375617793,44.0
10,Female,3.53,Smartphone,True,0.45,"eye strain, anxiety, obesity risk",Rural,Pre-teens,Portable,Physical & Mental,0.47034596375617793,45.0
11,Female,5.29,Tablet,True,0.34,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,34.0
16,Male,2.57,Smartphone,False,0.37,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,37.0
14,Female,3.82,TV,True,0.49,"poor sleep, eye strain, obesity risk",Rural,Teenagers,Wallmounted,Physical,0.25607495881383857,49.0
8,Male,5.56,Smartphone,True,0.55,no health impact,Rural,Pre-teens,Portable,None,0.47034596375617793,55.00000000000001
11,Female,7.05,TV,True,0.49,"poor sleep, anxiety",Urban,Pre-teens,Wallmounted,Physical & Mental,0.25607495881383857,49.0
11,Female,4.68,TV,True,0.31,"poor sleep, eye strain",Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,31.0
16,Female,4.21,Laptop,True,0.35,eye strain,Rural,Teenagers,Portable,Physical,0.1475494233937397,35.0
13,Female,5.62,Laptop,True,0.33,obesity risk,Urban,Teenagers,Portable,Other,0.1475494233937397,33.0
16,Male,3.5,Smartphone,True,0.4,obesity risk,Urban,Teenagers,Portable,Other,0.47034596375617793,40.0
13,Female,6.81,Smartphone,True,0.39,"poor sleep, obesity risk",Urban,Teenagers,Portable,Physical,0.47034596375617793,39.0
13,Male,3.93,Smartphone,True,0.44,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,44.0
12,Female,4.38,Laptop,True,0.41,"poor sleep, eye strain",Rural,Pre-teens,Portable,Physical,0.1475494233937397,41.0
12,Female,5.96,Smartphone,True,0.5,eye strain,Rural,Pre-teens,Portable,Physical,0.47034596375617793,50.0
9,Female,6.2,TV,True,0.48,"eye strain, obesity risk",Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,48.0
15,Male,4.41,Tablet,True,0.4,poor sleep,Urban,Teenagers,Portable,Physical,0.12602965403624383,40.0
15,Female,4.6,Smartphone,True,0.38,eye strain,Urban,Teenagers,Portable,Physical,0.47034596375617793,38.0
18,Female,4.15,Smartphone,True,0.48,anxiety,Urban,Late teens,Portable,Mental,0.47034596375617793,48.0
8,Female,5.34,Smartphone,True,0.5,eye strain,Urban,Pre-teens,Portable,Physical,0.47034596375617793,50.0
15,Male,3.09,Laptop,True,0.4,poor sleep,Rural,Teenagers,Portable,Physical,0.1475494233937397,40.0
12,Female,4.32,Tablet,True,0.42,"poor sleep, anxiety",Rural,Pre-teens,Portable,Physical & Mental,0.12602965403624383,42.0
9,Female,7.11,TV,True,0.42,poor sleep,Rural,Pre-teens,Wallmounted,Physical,0.25607495881383857,42.0
9,Female,2.77,Tablet,True,0.41,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,41.0
13,Male,4.9,Smartphone,True,0.47,"poor sleep, eye strain",Urban,Teenagers,Portable,Physical,0.47034596375617793,47.0
18,Male,4.94,Laptop,True,0.4,"poor sleep, anxiety",Urban,Late teens,Portable,Physical & Mental,0.1475494233937397,40.0
16,Male,4.79,Tablet,True,0.49,no health impact,Urban,Teenagers,Portable,None,0.12602965403624383,49.0
8,Male,3.91,Tablet,True,0.51,poor sleep,Urban,Pre-teens,Portable,Physical,0.12602965403624383,51.0
13,Female,3.95,Smartphone,True,0.42,"poor sleep, eye strain",Urban,Teenagers,Portable,Physical,0.47034596375617793,42.0
16,Male,5.56,Smartphone,True,0.33,anxiety,Urban,Teenagers,Portable,Mental,0.47034596375617793,33.0
15,Female,3.89,Smartphone,True,0.37,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,37.0
18,Female,4.71,Smartphone,True,0.33,anxiety,Urban,Late teens,Portable,Mental,0.47034596375617793,33.0
13,Male,7.18,TV,True,0.33,"poor sleep, obesity risk",Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,33.0
10,Female,2.81,Smartphone,True,0.45,no health impact,Rural,Pre-teens,Portable,None,0.47034596375617793,45.0
15,Female,4.2,Laptop,True,0.4,poor sleep,Rural,Teenagers,Portable,Physical,0.1475494233937397,40.0
16,Male,3.14,Smartphone,True,0.38,poor sleep,Rural,Teenagers,Portable,Physical,0.47034596375617793,38.0
8,Male,9.35,Smartphone,True,0.4,poor sleep,Rural,Pre-teens,Portable,Physical,0.47034596375617793,40.0
16,Female,3.54,Smartphone,True,0.44,"poor sleep, eye strain",Urban,Teenagers,Portable,Physical,0.47034596375617793,44.0
13,Male,5.62,Tablet,True,0.41,no health impact,Rural,Teenagers,Portable,None,0.12602965403624383,41.0
13,Female,3.24,Smartphone,True,0.42,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,42.0
11,Female,2.73,Laptop,False,0.42,no health impact,Rural,Pre-teens,Portable,None,0.1475494233937397,42.0
8,Female,3.18,TV,True,0.57,poor sleep,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,56.99999999999999
17,Female,3.49,Laptop,True,0.4,"poor sleep, eye strain",Urban,Late teens,Portable,Physical,0.1475494233937397,40.0
15,Female,3.94,Laptop,True,0.42,eye strain,Rural,Teenagers,Portable,Physical,0.1475494233937397,42.0
9,Female,4.81,Smartphone,True,0.52,"poor sleep, eye strain",Urban,Pre-teens,Portable,Physical,0.47034596375617793,52.0
8,Male,5.26,TV,True,0.5,"poor sleep, obesity risk",Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,50.0
9,Male,5.02,TV,True,0.46,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,46.0
8,Female,7.21,Tablet,True,0.43,"poor sleep, obesity risk",Urban,Pre-teens,Portable,Physical,0.12602965403624383,43.0
8,Female,1.34,Smartphone,False,0.56,no health impact,Rural,Pre-teens,Portable,None,0.47034596375617793,56.00000000000001
16,Female,4.34,Smartphone,True,0.46,"poor sleep, eye strain, anxiety",Rural,Teenagers,Portable,Physical & Mental,0.47034596375617793,46.0
8,Male,3.75,Tablet,True,0.56,"eye strain, anxiety",Urban,Pre-teens,Portable,Physical & Mental,0.12602965403624383,56.00000000000001
11,Male,1.85,TV,False,0.4,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,40.0
17,Male,2.88,TV,False,0.5,no health impact,Urban,Late teens,Wallmounted,None,0.25607495881383857,50.0
13,Male,3.49,Smartphone,True,0.45,obesity risk,Urban,Teenagers,Portable,Other,0.47034596375617793,45.0
14,Female,4.34,Smartphone,True,0.41,obesity risk,Urban,Teenagers,Portable,Other,0.47034596375617793,41.0
9,Male,12.8,TV,True,0.56,"eye strain, anxiety",Rural,Pre-teens,Wallmounted,Physical & Mental,0.25607495881383857,56.00000000000001
13,Female,3.74,Smartphone,True,0.34,poor sleep,Rural,Teenagers,Portable,Physical,0.47034596375617793,34.0
14,Female,6.25,Smartphone,True,0.36,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,36.0
17,Male,4.38,Laptop,True,0.41,"poor sleep, eye strain",Rural,Late teens,Portable,Physical,0.1475494233937397,41.0
17,Female,4.59,Smartphone,True,0.34,no health impact,Urban,Late teens,Portable,None,0.47034596375617793,34.0
9,Female,2.67,TV,True,0.59,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,59.0
9,Male,1.56,Tablet,False,0.48,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,48.0
17,Male,4.26,Smartphone,True,0.44,poor sleep,Urban,Late teens,Portable,Physical,0.47034596375617793,44.0
14,Female,5.5,Smartphone,True,0.39,poor sleep,Rural,Teenagers,Portable,Physical,0.47034596375617793,39.0
8,Female,4.38,TV,True,0.43,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,43.0
15,Male,5.95,Smartphone,True,0.4,"poor sleep, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.47034596375617793,40.0
18,Female,5.2,Laptop,True,0.31,eye strain,Urban,Late teens,Portable,Physical,0.1475494233937397,31.0
10,Female,0.0,Tablet,False,0.49,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,49.0
18,Female,5.25,Smartphone,True,0.38,eye strain,Rural,Late teens,Portable,Physical,0.47034596375617793,38.0
13,Female,4.76,Smartphone,True,0.49,"poor sleep, eye strain, obesity risk",Urban,Teenagers,Portable,Physical,0.47034596375617793,49.0
16,Male,4.96,Smartphone,True,0.32,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,32.0
13,Male,3.27,Tablet,True,0.36,"poor sleep, obesity risk",Urban,Teenagers,Portable,Physical,0.12602965403624383,36.0
16,Male,5.6,Smartphone,True,0.41,"poor sleep, eye strain, obesity risk",Rural,Teenagers,Portable,Physical,0.47034596375617793,41.0
14,Female,5.58,Smartphone,True,0.34,"poor sleep, eye strain, anxiety",Rural,Teenagers,Portable,Physical & Mental,0.47034596375617793,34.0
16,Male,5.41,Laptop,True,0.41,poor sleep,Rural,Teenagers,Portable,Physical,0.1475494233937397,41.0
9,Female,3.35,Tablet,True,0.56,eye strain,Rural,Pre-teens,Portable,Physical,0.12602965403624383,56.00000000000001
15,Male,4.12,Laptop,True,0.31,eye strain,Urban,Teenagers,Portable,Physical,0.1475494233937397,31.0
15,Male,5.64,TV,True,0.4,poor sleep,Rural,Teenagers,Wallmounted,Physical,0.25607495881383857,40.0
9,Female,7.66,Smartphone,True,0.51,"poor sleep, eye strain",Urban,Pre-teens,Portable,Physical,0.47034596375617793,51.0
11,Male,3.54,Laptop,True,0.33,"poor sleep, anxiety",Urban,Pre-teens,Portable,Physical & Mental,0.1475494233937397,33.0
18,Male,3.85,Laptop,True,0.49,poor sleep,Rural,Late teens,Portable,Physical,0.1475494233937397,49.0
14,Female,4.67,Smartphone,True,0.34,eye strain,Rural,Teenagers,Portable,Physical,0.47034596375617793,34.0
18,Male,5.15,TV,True,0.33,anxiety,Urban,Late teens,Wallmounted,Mental,0.25607495881383857,33.0
11,Male,4.1,Laptop,True,0.32,"poor sleep, eye strain",Rural,Pre-teens,Portable,Physical,0.1475494233937397,32.0
11,Female,4.27,TV,True,0.46,"poor sleep, obesity risk",Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,46.0
13,Female,4.32,TV,True,0.4,poor sleep,Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,40.0
17,Male,5.19,Smartphone,True,0.44,eye strain,Rural,Late teens,Portable,Physical,0.47034596375617793,44.0
13,Female,5.48,Laptop,True,0.49,poor sleep,Rural,Teenagers,Portable,Physical,0.1475494233937397,49.0
17,Female,4.06,Laptop,True,0.32,"poor sleep, anxiety",Urban,Late teens,Portable,Physical & Mental,0.1475494233937397,32.0
10,Male,1.64,TV,False,0.47,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,47.0
16,Male,4.25,Smartphone,True,0.39,eye strain,Urban,Teenagers,Portable,Physical,0.47034596375617793,39.0
17,Female,4.78,Laptop,True,0.47,eye strain,Urban,Late teens,Portable,Physical,0.1475494233937397,47.0
18,Male,6.24,TV,True,0.41,"poor sleep, anxiety",Urban,Late teens,Wallmounted,Physical & Mental,0.25607495881383857,41.0
9,Female,7.36,TV,True,0.54,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,54.0
13,Female,4.45,Laptop,True,0.32,poor sleep,Rural,Teenagers,Portable,Physical,0.1475494233937397,32.0
14,Male,6.0,Smartphone,True,0.4,"poor sleep, obesity risk",Urban,Teenagers,Portable,Physical,0.47034596375617793,40.0
16,Female,4.78,TV,True,0.48,poor sleep,Rural,Teenagers,Wallmounted,Physical,0.25607495881383857,48.0
10,Male,7.02,Smartphone,True,0.44,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,44.0
17,Female,2.79,Smartphone,False,0.34,no health impact,Rural,Late teens,Portable,None,0.47034596375617793,34.0
10,Female,5.28,TV,True,0.52,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,52.0
14,Female,4.17,Smartphone,True,0.37,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,37.0
11,Female,4.71,Smartphone,True,0.47,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,47.0
15,Female,6.46,TV,True,0.46,"poor sleep, anxiety",Urban,Teenagers,Wallmounted,Physical & Mental,0.25607495881383857,46.0
14,Female,5.72,Smartphone,True,0.33,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,33.0
12,Male,2.91,Tablet,False,0.45,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,45.0
14,Female,5.68,Smartphone,True,0.3,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,30.0
10,Female,7.3,Smartphone,True,0.56,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,56.00000000000001
9,Female,2.06,TV,True,0.49,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,49.0
13,Female,4.43,Smartphone,True,0.45,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,45.0
9,Male,0.0,TV,False,0.56,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,56.00000000000001
10,Female,3.76,Tablet,True,0.45,poor sleep,Urban,Pre-teens,Portable,Physical,0.12602965403624383,45.0
13,Female,4.84,Smartphone,True,0.3,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,30.0
12,Female,4.16,Smartphone,True,0.3,"poor sleep, anxiety",Rural,Pre-teens,Portable,Physical & Mental,0.47034596375617793,30.0
15,Male,3.93,Smartphone,True,0.31,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,31.0
16,Female,3.92,Smartphone,True,0.3,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,30.0
18,Male,6.17,Laptop,True,0.38,eye strain,Urban,Late teens,Portable,Physical,0.1475494233937397,38.0
10,Male,4.99,Smartphone,True,0.42,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,42.0
17,Male,6.51,Smartphone,True,0.42,"poor sleep, eye strain",Urban,Late teens,Portable,Physical,0.47034596375617793,42.0
10,Male,0.43,Tablet,False,0.43,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,43.0
10,Female,0.0,Tablet,False,0.4,no health impact,Rural,Pre-teens,Portable,None,0.12602965403624383,40.0
13,Female,4.34,TV,True,0.49,"poor sleep, eye strain",Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,49.0
8,Female,3.66,Tablet,True,0.6,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,60.0
14,Female,3.55,Smartphone,True,0.44,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,44.0
8,Female,0.63,Tablet,False,0.44,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,44.0
12,Female,2.28,Laptop,False,0.47,no health impact,Urban,Pre-teens,Portable,None,0.1475494233937397,47.0
17,Male,4.12,Smartphone,True,0.47,anxiety,Rural,Late teens,Portable,Mental,0.47034596375617793,47.0
15,Female,4.64,Smartphone,True,0.4,no health impact,Rural,Teenagers,Portable,None,0.47034596375617793,40.0
11,Female,6.64,Smartphone,True,0.45,poor sleep,Rural,Pre-teens,Portable,Physical,0.47034596375617793,45.0
12,Male,3.5,TV,True,0.41,anxiety,Rural,Pre-teens,Wallmounted,Mental,0.25607495881383857,41.0
11,Female,4.42,TV,True,0.34,poor sleep,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,34.0
11,Male,4.98,Laptop,True,0.41,"poor sleep, eye strain, anxiety, obesity risk",Urban,Pre-teens,Portable,Physical & Mental,0.1475494233937397,41.0
15,Female,5.58,Smartphone,True,0.35,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,35.0
9,Male,0.0,Tablet,False,0.41,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,41.0
8,Male,5.29,Smartphone,True,0.59,poor sleep,Rural,Pre-teens,Portable,Physical,0.47034596375617793,59.0
10,Male,4.35,TV,True,0.54,poor sleep,Rural,Pre-teens,Wallmounted,Physical,0.25607495881383857,54.0
16,Male,4.05,Tablet,True,0.4,poor sleep,Urban,Teenagers,Portable,Physical,0.12602965403624383,40.0
11,Male,3.69,TV,True,0.43,poor sleep,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,43.0
17,Male,5.94,Smartphone,True,0.43,no health impact,Urban,Late teens,Portable,None,0.47034596375617793,43.0
12,Male,2.69,TV,False,0.46,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,46.0
9,Female,2.64,Smartphone,True,0.53,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,53.0
11,Female,5.21,Tablet,True,0.35,no health impact,Rural,Pre-teens,Portable,None,0.12602965403624383,35.0
9,Female,0.0,Tablet,False,0.59,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,59.0
9,Female,0.0,Tablet,False,0.58,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,57.99999999999999
11,Female,5.44,TV,True,0.35,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,35.0
13,Female,5.83,Laptop,True,0.46,"poor sleep, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.1475494233937397,46.0
14,Male,5.53,Smartphone,True,0.37,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,37.0
17,Female,4.37,TV,True,0.45,no health impact,Urban,Late teens,Wallmounted,None,0.25607495881383857,45.0
10,Female,2.69,Smartphone,True,0.54,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,54.0
10,Female,11.26,Smartphone,True,0.6,eye strain,Rural,Pre-teens,Portable,Physical,0.47034596375617793,60.0
17,Female,6.75,Tablet,True,0.42,"poor sleep, obesity risk",Rural,Late teens,Portable,Physical,0.12602965403624383,42.0
13,Female,6.47,Smartphone,True,0.46,"poor sleep, eye strain, obesity risk",Urban,Teenagers,Portable,Physical,0.47034596375617793,46.0
10,Female,2.37,TV,True,0.44,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,44.0
9,Male,4.98,Smartphone,True,0.54,poor sleep,Rural,Pre-teens,Portable,Physical,0.47034596375617793,54.0
15,Male,4.24,Smartphone,True,0.36,eye strain,Urban,Teenagers,Portable,Physical,0.47034596375617793,36.0
12,Female,3.47,Smartphone,True,0.41,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,41.0
8,Male,0.0,TV,False,0.47,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,47.0
10,Male,12.4,Smartphone,True,0.52,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,52.0
