Age,Age_Band,Avg_Screen_Time,Device_Category,Dynamic_Title,Edu_Recreation_Level,Educational_to_Recreational_Ratio,Exceeded_Recommended_Limit,Gender,Health_Impact_Category,Health_Impact_Perc,Health_Impacts,Most_Used_Device,Primary_Device,Total_Kids,Urban_or_Rural
10,Child,3.62,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.51,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,5,Urban
10,Child,2.345,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.51,true,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,2,Urban
10,Child,6.32,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.51,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Tablet,Tablet,1,Rural
10,Child,7.93,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.51,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Tablet,Tablet,1,Urban
10,Child,0.95,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.52,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Rural
10,Child,0.95,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.52,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
10,Child,1.88,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.52,false,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
10,Child,0,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.52,false,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Rural
10,Child,1.92,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.52,false,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
10,Child,2.96,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.52,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
10,Child,2.17,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.52,true,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
10,Child,4.55,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.52,true,Female,Physical Health,100.0%,Eye Strain,Smartphone,Smartphone,1,Urban
10,Child,3.49,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.52,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Urban
10,Child,3.24,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.52,true,Female,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Smartphone,Smartphone,1,Urban
10,Child,3.62,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.52,true,Male,Both,100.0%,"Eye Strain, Anxiety",Tablet,Tablet,1,Urban
10,Child,5.05,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.52,true,Male,Both,100.0%,"Poor Sleep, Anxiety",Tablet,Tablet,1,Rural
10,Child,3.135,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.52,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Rural
10,Child,6.275,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.52,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,4,Urban
10,Child,6.2,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.52,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,2,Urban
10,Child,4.94,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.52,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Tablet,Tablet,1,Urban
10,Child,1.66,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.53,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
10,Child,0,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.53,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
10,Child,1.86,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.53,false,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
10,Child,0.4,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.53,false,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
10,Child,4.46,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.53,true,Female,Both,100.0%,"Eye Strain, Anxiety",Smartphone,Smartphone,1,Rural
10,Child,3.81,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.53,true,Female,Mental Health,100.0%,Anxiety,Tablet,Tablet,1,Rural
10,Child,5.33,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.53,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
10,Child,3.44,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.53,true,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,2,Urban
10,Child,8.08,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.53,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Rural
10,Child,5.82,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.53,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Rural
10,Child,6.7,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.53,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Urban
10,Child,2.33,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.53,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
10,Child,3.82,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.53,true,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Rural
10,Child,4.4,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.53,true,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,2,Urban
10,Child,7,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.53,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,2,Urban
10,Child,3.4,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.53,true,Male,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,1,Urban
10,Child,0.66,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
10,Child,1.3,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.54,false,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Rural
10,Child,0,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,false,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
10,Child,1.98,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,false,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
10,Child,0,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,false,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,2,Urban
10,Child,5.11,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,true,Female,Both,100.0%,"Poor Sleep, Anxiety",Smartphone,Smartphone,1,Urban
10,Child,9.28,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,true,Female,Mental Health,100.0%,Anxiety,Smartphone,Smartphone,1,Urban
10,Child,2.69,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
10,Child,4.855,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,true,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,2,Urban
10,Child,6.51,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,true,Female,Physical Health,100.0%,Eye Strain,Smartphone,Smartphone,1,Urban
10,Child,5.25,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,true,Female,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,1,Urban
10,Child,6.295,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,true,Male,Both,100.0%,"Poor Sleep, Anxiety",Tablet,Tablet,2,Urban
10,Child,6.84,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,true,Male,Mental Health,100.0%,Anxiety,Smartphone,Smartphone,1,Urban
10,Child,2.14,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.54,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
10,Child,4.3,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
10,Child,5.51,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.54,true,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Rural
10,Child,2.77,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,true,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,2,Urban
10,Child,3.71,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.54,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Rural
10,Child,4.23,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.54,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Rural
10,Child,4.59,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Urban
10,Child,0,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.55,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
10,Child,0.37000000000000005,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,3,Urban
10,Child,1.43,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.55,false,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
10,Child,0.44,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,false,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
10,Child,0.05,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.55,false,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Rural
10,Child,0.155,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,false,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,2,Urban
10,Child,7.06,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,true,Female,Both,100.0%,"Poor Sleep, Eye Strain, Anxiety",Smartphone,Smartphone,1,Urban
10,Child,5.15,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,true,Female,Both,100.0%,"Poor Sleep, Eye Strain, Anxiety",Tablet,Tablet,1,Urban
10,Child,7.34,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,true,Female,Mental Health,100.0%,Anxiety,Smartphone,Smartphone,1,Urban
10,Child,10.99,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,true,Female,Mental Health,100.0%,Anxiety,Tablet,Tablet,1,Urban
10,Child,3.79,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.55,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
10,Child,3.38,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,true,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
10,Child,3.49,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,true,Female,Physical Health,100.0%,Obesity Risk,Smartphone,Smartphone,1,Urban
10,Child,3.92,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Urban
10,Child,6.66,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.55,true,Female,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,1,Rural
10,Child,4.62,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.55,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Rural
10,Child,5.41,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Urban
10,Child,4.19,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.55,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain, Obesity Risk",Smartphone,Smartphone,1,Rural
10,Child,5.4,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,true,Male,Both,100.0%,"Anxiety, Obesity Risk",Smartphone,Smartphone,1,Urban
10,Child,3.33,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
10,Child,4.05,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.55,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Rural
10,Child,6.435,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.55,true,Male,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,2,Rural
10,Child,8.2,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,true,Male,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,1,Urban
10,Child,4.13,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,2,Urban
10,Child,5.96,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,true,Male,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Smartphone,Smartphone,1,Urban
10,Child,0.8925,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.56,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,4,Urban
10,Child,0,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.56,false,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
10,Child,1.63,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.56,false,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Rural
10,Child,1.19,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.56,false,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
10,Child,7.3,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.56,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
10,Child,6.86,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.56,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Rural
10,Child,4.22,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.56,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Urban
10,Child,8.74,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.56,true,Female,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,1,Urban
10,Child,6.16,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.56,true,Male,Both,100.0%,"Poor Sleep, Anxiety",Smartphone,Smartphone,1,Urban
10,Child,2.765,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.56,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
10,Child,4.82,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.56,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,2,Urban
10,Child,4.12,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.56,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Rural
10,Child,7.67,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.56,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain, Obesity Risk",Smartphone,Smartphone,1,Urban
10,Child,4.37,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.56,true,Male,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Smartphone,Smartphone,1,Rural
10,Child,1.025,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.57,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Rural
10,Child,1.36,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
10,Child,0.68,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.57,false,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
10,Child,1.44,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,false,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
10,Child,0,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.57,false,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Rural
10,Child,1.19,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,false,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
10,Child,13.01,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,true,Female,Both,100.0%,"Poor Sleep, Anxiety",Smartphone,Smartphone,1,Urban
10,Child,5.43,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.57,true,Female,Both,100.0%,"Poor Sleep, Anxiety",Tablet,Tablet,1,Rural
10,Child,5.24,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,true,Female,Mental Health,100.0%,Anxiety,Smartphone,Smartphone,1,Urban
10,Child,2.65,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.57,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
10,Child,2.645,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
10,Child,5.66,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Urban
10,Child,3.15,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Tablet,Tablet,1,Urban
10,Child,6.655,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
10,Child,6.055,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.57,true,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,2,Rural
10,Child,6.08,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,true,Male,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,2,Urban
10,Child,3.79,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Urban
10,Child,5.33,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Tablet,Tablet,1,Urban
10,Child,5.49,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,true,Male,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Smartphone,Smartphone,1,Urban
10,Child,5.15,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,true,Male,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Tablet,Tablet,1,Urban
10,Child,2,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.58,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
10,Child,0,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.58,false,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
10,Child,1.63,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.58,false,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
10,Child,0,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.58,false,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Rural
10,Child,0,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.58,false,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
10,Child,13.89,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.58,true,Female,Both,100.0%,"Eye Strain, Anxiety",Smartphone,Smartphone,1,Urban
10,Child,5.72,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.58,true,Female,Both,100.0%,"Poor Sleep, Anxiety",Tablet,Tablet,1,Rural
10,Child,3.61,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.58,true,Female,Mental Health,100.0%,Anxiety,Smartphone,Smartphone,1,Urban
10,Child,6.77,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.58,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
10,Child,5.56,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.58,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
10,Child,2.45,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.58,true,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
10,Child,3.03,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.58,true,Female,Physical Health,100.0%,Obesity Risk,Smartphone,Smartphone,1,Rural
10,Child,4.17,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.58,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Rural
10,Child,7.03,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.58,true,Female,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,2,Urban
10,Child,6.74,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.58,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Urban
10,Child,3.05,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.58,true,Female,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Smartphone,Smartphone,1,Urban
10,Child,5.01,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.58,true,Male,Both,100.0%,"Poor Sleep, Anxiety",Smartphone,Smartphone,1,Urban
10,Child,2.29,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.58,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
10,Child,7.08,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.58,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Urban
10,Child,3.9233333333333333,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.58,true,Male,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,3,Urban
10,Child,0,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
10,Child,0.48,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.59,false,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Rural
10,Child,1.88,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,false,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
10,Child,0,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,false,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
10,Child,4.38,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,true,Female,Both,100.0%,"Eye Strain, Anxiety",Smartphone,Smartphone,1,Urban
10,Child,6.87,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,true,Female,Both,100.0%,"Poor Sleep, Anxiety",Smartphone,Smartphone,1,Urban
10,Child,3.27,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,true,Female,Mental Health,100.0%,Anxiety,Tablet,Tablet,1,Urban
10,Child,5.11,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.59,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
10,Child,2.385,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
10,Child,6.5,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.59,true,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Rural
10,Child,2.68,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,true,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
10,Child,6.68,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Urban
10,Child,5.33,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Urban
10,Child,3.14,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain, Obesity Risk",Smartphone,Smartphone,1,Urban
10,Child,4.18,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.59,true,Female,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Smartphone,Smartphone,1,Rural
10,Child,3.68,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,true,Male,Both,100.0%,"Eye Strain, Anxiety",Smartphone,Smartphone,1,Urban
10,Child,2.5766666666666667,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,3,Urban
10,Child,7.84,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,true,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
10,Child,6.79,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,true,Male,Physical Health,100.0%,Eye Strain,Smartphone,Smartphone,1,Urban
10,Child,4.03,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.59,true,Male,Physical Health,100.0%,"Eye Strain, Obesity Risk",Smartphone,Smartphone,1,Rural
10,Child,6.555,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,2,Urban
